"","caseid","V1","V2","V3","V4","V5","V6","V7"
"9087","20161109162228","79","02","No answer","01","510","0","630"
"9088","20161109162259","61","02","No answer","01","690","0","550"
"9089","20161109162276","30","01","Full time","01","840","0","0"
"9090","20161109162308","63","02","No answer","01","540","0","565"
"9091","20161109162319","53","02","Full time","01","420","0","210"
"9092","20161109162339","69","01","No answer","01","540","0","555"
"9093","20161109162353","28","02","Full time","01","628","0","195"
"9094","20161109162368","26","01","Full time","01","390","0","240"
"9095","20161109162373","20","01","Part time","01","739","0","376"
"9096","20161109162395","35","02","Full time","01","640","0","270"
"9097","20161109162397","42","01","Full time","01","360","0","193"
"9098","20161109162420","37","01","Full time","02","485","0","90"
"9099","20161109162427","27","01","Full time","01","560","0","75"
"9100","20161109162489","71","02","No answer","01","555","0","565"
"9101","20161109162510","51","01","Full time","01","630","0","124"
"9102","20161110160001","67","02","No answer","01","600","0","685"
"9103","20161110160009","20","01","Part time","01","270","0","320"
"9104","20161110160019","67","01","No answer","01","300","0","625"
"9105","20161110160021","42","01","Full time","01","620","0","210"
"9106","20161110160034","38","02","Full time","01","630","0","90"
"9107","20161110160039","32","01","Full time","01","485","0","45"
"9108","20161110160041","47","02","Part time","01","832","0","118"
"9109","20161110160044","30","02","No answer","01","726","0","180"
"9110","20161110160050","26","02","Full time","01","555","0","325"
"9111","20161110160059","31","02","Full time","01","492","0","150"
"9112","20161110160064","47","01","Full time","01","425","0","345"
"9113","20161110160092","80","02","No answer","02","510","0","685"
"9114","20161110160093","43","02","Full time","01","488","0","125"
"9115","20161110160097","43","01","Full time","01","592","0","60"
"9116","20161110160101","62","01","No answer","01","650","0","760"
"9117","20161110160112","85","01","No answer","02","735","0","370"
"9118","20161110160113","65","01","Full time","01","465","0","150"
"9119","20161110160115","66","02","No answer","01","540","0","436"
"9120","20161110160125","45","01","Full time","01","510","0","255"
"9121","20161110160132","85","02","No answer","01","480","0","525"
"9122","20161110160134","38","02","Full time","01","570","0","301"
"9123","20161110160136","20","02","Full time","01","501","0","55"
"9124","20161110160140","29","01","Full time","01","451","0","340"
"9125","20161110160143","23","01","Full time","01","450","0","423"
"9126","20161110160157","72","02","No answer","01","515","0","220"
"9127","20161110160158","27","01","No answer","01","660","0","130"
"9128","20161110160171","45","01","No answer","01","480","0","110"
"9129","20161110160173","47","02","Full time","01","600","0","45"
"9130","20161110160174","61","01","No answer","01","420","0","705"
"9131","20161110160178","74","01","No answer","01","482","0","660"
"9132","20161110160501","68","02","No answer","01","810","0","365"
"9133","20161110160506","30","02","No answer","02","590","0","0"
"9134","20161110160509","80","02","No answer","01","435","0","300"
"9135","20161110160515","60","01","Full time","01","630","0","155"
"9136","20161110160516","63","01","Full time","01","540","0","240"
"9137","20161110160526","67","01","Full time","01","545","0","150"
"9138","20161110160528","76","01","No answer","02","570","0","525"
"9139","20161110160532","32","02","Full time","01","720","0","710"
"9140","20161110160537","39","02","Full time","01","455","0","45"
"9141","20161110160544","35","02","Full time","01","680","0","45"
"9142","20161110160545","29","01","Full time","01","535","0","840"
"9143","20161110160552","15","01","Part time","01","557","105","5"
"9144","20161110160554","80","01","No answer","01","544","0","703"
"9145","20161110160558","16","01","No answer","01","703","0","460"
"9146","20161110160559","59","02","No answer","02","1094","0","240"
"9147","20161110160561","50","01","Full time","01","445","0","90"
"9148","20161110160563","50","02","Full time","01","315","0","270"
"9149","20161110160565","45","01","No answer","02","680","0","180"
"9150","20161110160567","24","02","Part time","01","652","0","405"
"9151","20161110160568","16","01","No answer","01","518","605","0"
"9152","20161110160570","80","02","Part time","01","285","0","570"
"9153","20161110160573","15","02","No answer","01","528","0","60"
"9154","20161110160575","53","02","Full time","01","540","0","15"
"9155","20161110160586","37","01","Full time","01","390","0","150"
"9156","20161110160587","53","01","Full time","01","270","0","235"
"9157","20161110160595","35","02","Full time","01","415","0","0"
"9158","20161110160598","70","02","No answer","01","600","0","570"
"9159","20161110160601","67","01","No answer","02","561","0","345"
"9160","20161110160606","71","01","No answer","01","480","0","840"
"9161","20161110160607","40","01","Full time","01","330","0","483"
"9162","20161110160616","34","01","Full time","01","490","0","360"
"9163","20161110160617","48","02","Full time","01","375","0","25"
"9164","20161110160620","69","02","No answer","01","480","0","135"
"9165","20161110160625","54","02","No answer","02","420","0","565"
"9166","20161110160626","16","02","No answer","01","755","0","60"
"9167","20161110160627","50","02","Full time","01","500","0","47"
"9168","20161110160628","45","02","Full time","01","570","0","305"
"9169","20161110160629","53","02","Full time","01","600","0","520"
"9170","20161110160633","48","01","Part time","01","310","0","240"
"9171","20161110160634","42","02","Part time","01","517","0","120"
"9172","20161110160635","43","01","Part time","02","660","0","325"
"9173","20161110160637","26","01","Part time","01","620","0","435"
"9174","20161110160640","58","02","No answer","02","600","0","343"
"9175","20161110160642","70","01","No answer","01","600","0","130"
"9176","20161110160645","49","02","Full time","01","298","0","120"
"9177","20161110160660","45","01","Full time","01","480","0","355"
"9178","20161110160662","36","02","Full time","01","567","0","180"
"9179","20161110160669","45","02","Full time","01","720","0","325"
"9180","20161110160670","16","01","No answer","01","462","100","0"
"9181","20161110160672","37","02","No answer","01","765","0","190"
"9182","20161110160673","58","02","No answer","01","650","0","427"
"9183","20161110160678","57","01","Full time","01","494","0","110"
"9184","20161110160679","66","01","No answer","01","490","0","167"
"9185","20161110160683","32","02","No answer","01","600","0","175"
"9186","20161110160684","36","01","Full time","01","540","0","180"
"9187","20161110160687","54","02","Full time","01","660","0","210"
"9188","20161110160688","33","01","Full time","01","530","0","135"
"9189","20161110160692","32","02","Full time","01","480","0","220"
"9190","20161110160694","64","01","No answer","01","570","0","671"
"9191","20161110160695","56","02","Full time","01","450","0","60"
"9192","20161110160711","73","02","No answer","01","490","0","583"
"9193","20161110160712","26","02","Full time","01","480","0","175"
"9194","20161110160714","60","02","No answer","02","835","0","540"
"9195","20161110160726","33","01","Full time","01","600","0","145"
"9196","20161110160729","45","01","Full time","01","495","0","180"
"9197","20161110160736","75","02","Part time","01","510","0","215"
"9198","20161110160742","58","02","Full time","01","480","0","525"
"9199","20161110160743","63","02","No answer","01","570","0","270"
"9200","20161110160751","42","02","Full time","01","465","0","240"
"9201","20161110160753","41","01","Full time","01","585","0","60"
"9202","20161110160754","25","01","Full time","01","330","0","384"
"9203","20161110160756","61","01","No answer","01","450","0","885"
"9204","20161110160757","80","02","No answer","01","470","0","320"
"9205","20161110160759","43","01","Full time","01","480","0","30"
"9206","20161110160761","27","01","Full time","01","360","105","235"
"9207","20161110160764","30","02","Part time","01","400","0","50"
"9208","20161110160767","76","01","No answer","01","540","0","615"
"9209","20161110160769","74","02","No answer","01","645","0","160"
"9210","20161110160774","69","02","No answer","01","420","0","825"
"9211","20161110160775","25","02","Full time","01","345","0","550"
"9212","20161110160781","41","01","Full time","01","450","0","198"
"9213","20161110160785","33","02","Full time","01","150","0","20"
"9214","20161110160787","52","02","Full time","01","550","0","95"
"9215","20161110160793","69","02","Full time","02","390","0","370"
"9216","20161110160796","69","02","No answer","01","540","0","561"
"9217","20161110160804","30","02","Full time","01","630","0","225"
"9218","20161110160806","27","02","No answer","01","349","0","712"
"9219","20161110160808","53","01","Full time","01","510","0","135"
"9220","20161110160810","33","02","No answer","01","705","0","180"
"9221","20161110160816","78","02","No answer","01","420","0","625"
"9222","20161110160821","76","01","No answer","02","480","0","565"
"9223","20161110160823","38","02","No answer","01","350","0","50"
"9224","20161110160824","29","01","Full time","01","170","0","220"
"9225","20161110160832","45","01","Full time","01","500","0","327"
"9226","20161110160834","39","02","No answer","01","480","0","310"
"9227","20161110160840","60","01","Full time","01","510","0","720"
"9228","20161110160841","44","02","No answer","01","525","0","220"
"9229","20161110160843","78","02","No answer","01","635","0","90"
"9230","20161110160849","63","01","Full time","01","495","0","165"
"9231","20161110160851","21","02","Part time","01","410","0","0"
"9232","20161110160853","53","01","Full time","01","423","0","212"
"9233","20161110160859","50","02","Full time","01","555","0","120"
"9234","20161110160861","46","02","Full time","01","540","0","405"
"9235","20161110160863","34","02","No answer","01","449","0","90"
"9236","20161110160867","64","01","Full time","01","405","0","159"
"9237","20161110160870","68","02","Full time","01","570","0","405"
"9238","20161110160871","85","02","No answer","01","785","0","420"
"9239","20161110160872","66","02","No answer","01","510","0","563"
"9240","20161110160877","21","01","Part time","01","480","120","270"
"9241","20161110160882","15","01","No answer","01","465","210","150"
"9242","20161110160885","59","02","No answer","01","515","0","395"
"9243","20161110160887","65","02","No answer","02","675","0","30"
